#OG_name	GCF_021155775.1_iyNeoPine1.1_protein.faa	GCF_021901455.1_iyNeoLeco1.1_protein.faa	GCF_021901495.1_iyNeoVirg1.1_protein.faa	GCF_021155785.1_iyNeoFabr1.1_protein.faa	GCF_021155765.1_iyDipSimi1.1_protein.faa
OG_143	2	2	2	2	2
OG_144	2	1	2	2	1
OG_145	2	2	2	2	1
OG_146	2	2	2	2	2
OG_147	2	2	2	2	2
OG_148	2	1	2	2	1
OG_149	2	2	2	2	2
OG_150	2	2	2	2	2
OG_151	3	3	3	3	1
OG_152	2	2	2	2	1
OG_153	3	2	2	2	2
OG_154	2	2	2	2	2
OG_155	2	2	2	2	1
OG_156	2	2	2	2	1
OG_157	3	3	3	3	2
OG_158	4	4	4	4	3
OG_159	3	3	3	4	1
OG_160	25	21	24	24	14
OG_161	3	3	3	3	3
OG_162	4	4	2	2	1
OG_163	3	3	3	3	2
OG_164	4	4	4	4	3
OG_165	2	2	2	2	1
OG_166	2	2	2	2	3
OG_167	2	2	2	2	1
OG_168	2	2	2	2	2
OG_169	2	2	2	2	1
OG_170	2	2	2	2	2
OG_171	4	4	4	4	2
OG_172	2	2	2	2	2
OG_173	2	2	2	2	2
OG_174	3	3	3	3	3
OG_175	3	3	3	3	5
OG_176	4	4	4	5	4
OG_177	5	5	5	5	4
OG_178	2	2	2	2	2
OG_179	2	2	2	2	2
OG_180	2	2	2	2	2
OG_181	2	2	2	2	1
OG_182	1	1	2	1	1
OG_183	2	2	2	2	1
OG_184	2	2	2	2	3
OG_185	2	3	3	2	2
OG_186	5	6	6	5	2
OG_187	4	4	4	4	1
OG_188	4	4	3	3	1
OG_189	4	4	4	5	1
OG_190	3	3	3	3	2
OG_191	3	3	3	3	1
OG_192	7	7	8	9	1
OG_193	3	3	3	3	2
OG_194	5	5	5	5	4
OG_195	2	2	2	2	1
OG_196	4	4	4	4	2
OG_197	1	2	2	2	2
OG_198	2	2	2	2	1
OG_199	2	2	2	2	2
OG_200	2	2	2	2	2
OG_201	2	2	2	2	1
OG_202	13	13	12	13	11
OG_203	4	4	4	4	4
OG_204	5	7	6	6	2
OG_205	2	2	2	2	2
OG_206	3	3	3	3	2
OG_207	3	3	3	2	3
OG_208	1	2	2	2	1
OG_209	9	9	8	7	1
OG_210	2	2	2	2	2
OG_211	3	3	3	3	3
OG_212	2	2	2	2	2
OG_213	4	4	4	4	4
OG_214	3	3	3	3	2
OG_215	2	2	2	2	2
OG_216	3	3	3	3	1
OG_217	2	2	2	2	2
OG_218	2	2	2	2	2
OG_219	3	2	3	2	1
OG_220	9	7	9	8	3
OG_221	7	6	6	4	2
OG_222	6	8	8	6	1
OG_223	2	2	2	2	2
OG_224	9	9	8	8	7
OG_225	3	3	3	3	2
OG_226	3	3	5	3	1
OG_227	1	2	2	1	1
OG_228	3	3	4	3	3
OG_229	1	2	2	2	1
OG_230	2	2	2	2	2
OG_231	3	3	3	3	1
OG_232	2	2	2	2	1
OG_233	3	1	3	3	1
OG_234	2	5	2	2	4
OG_235	3	3	3	3	4
OG_236	4	4	4	4	4
OG_237	2	2	2	2	2
OG_238	1	1	2	2	1
OG_239	3	3	3	2	1
OG_240	3	3	3	3	0
OG_241	7	6	7	6	2
OG_242	2	2	2	2	2
OG_243	2	2	2	3	2
OG_244	3	3	2	2	2
OG_245	2	3	3	1	2
OG_246	3	3	3	3	2
OG_247	1	2	2	3	1
OG_248	3	3	3	4	3
OG_249	3	3	3	3	2
OG_250	5	5	5	5	5
OG_251	0	0	2	2	1
OG_252	2	2	2	2	2
OG_253	4	4	4	3	2
OG_254	2	2	2	2	1
OG_255	2	2	2	2	1
OG_256	12	12	12	12	6
OG_257	2	2	2	2	2
OG_258	3	3	3	3	2
OG_259	2	1	2	1	1
OG_260	2	2	2	2	2
OG_261	3	3	3	3	3
OG_262	3	3	3	3	2
OG_263	3	3	3	3	2
OG_264	5	5	3	4	3
OG_265	18	18	18	18	14
OG_266	18	18	19	19	15
OG_267	9	3	5	3	0
OG_268	2	2	2	2	2
OG_269	3	3	2	3	1
OG_270	3	3	3	3	3
OG_271	6	6	5	6	2
OG_272	2	2	2	2	2
OG_273	4	2	3	3	3
OG_274	2	2	3	2	3
OG_275	4	4	4	4	4
OG_276	2	2	2	2	3
OG_277	2	2	2	2	3
OG_278	2	2	3	2	1
OG_279	2	1	2	2	1
OG_280	6	6	7	7	5
OG_281	3	3	2	2	1
OG_282	3	3	3	3	3
OG_283	4	4	3	3	3
OG_284	2	1	2	2	1
OG_285	1	1	2	2	1
OG_286	1	1	2	1	1
OG_287	2	1	2	2	1
OG_288	1	1	2	1	1
OG_289	2	2	2	2	3
OG_290	2	2	2	2	1
OG_291	2	2	2	2	1
OG_292	3	2	2	2	4
OG_293	3	3	3	3	1
OG_294	2	2	3	2	2
OG_295	2	2	3	2	2
OG_296	4	4	4	4	3
OG_297	2	3	2	2	2
OG_298	2	2	2	2	3
OG_299	2	2	2	2	1
OG_300	2	2	2	2	2
OG_301	3	3	3	3	2
OG_302	5	5	4	4	4
OG_303	3	4	4	4	1
OG_304	6	6	6	6	2
OG_305	2	2	2	1	1
OG_306	2	2	2	2	1
OG_307	3	3	3	3	1
OG_308	4	4	2	3	3
OG_309	8	8	8	8	1
OG_310	3	3	4	4	1
OG_311	8	8	8	8	8
OG_312	11	11	12	12	7
OG_313	3	3	3	3	3
OG_314	3	3	4	4	3
OG_315	2	2	2	2	1
OG_316	3	3	3	3	3
OG_317	5	5	4	4	5
OG_318	5	7	7	7	6
OG_319	3	3	3	3	3
OG_320	4	4	4	4	3
OG_321	2	2	2	2	1
OG_322	3	3	3	3	2
OG_323	2	2	2	2	1
OG_324	2	2	2	1	2
OG_325	2	2	2	1	2
OG_326	5	5	5	5	3
OG_327	2	2	2	2	1
OG_328	2	2	2	2	2
OG_329	5	1	8	7	1
OG_330	9	9	9	8	4
OG_331	2	2	2	2	1
OG_332	4	4	4	4	3
OG_333	5	5	4	5	1
OG_334	14	17	22	15	0
OG_335	3	3	3	3	2
OG_336	2	2	2	2	1
OG_337	2	2	2	2	2
OG_338	2	2	2	1	1
OG_339	4	4	4	4	2
OG_340	4	3	3	3	1
OG_341	0	2	5	5	0
OG_342	2	2	3	3	4
OG_343	3	3	3	3	2
OG_344	2	2	2	2	1
OG_345	9	9	9	9	3
OG_346	3	3	3	3	1
OG_347	3	3	3	3	3
OG_348	2	2	2	2	1
OG_349	4	4	4	5	1
OG_350	3	3	3	3	1
OG_351	2	2	2	2	2
OG_352	5	5	5	5	2
OG_353	3	3	3	3	3
OG_354	4	4	4	4	1
OG_355	2	2	2	2	2
OG_356	2	1	2	2	2
OG_357	2	2	2	2	1
OG_358	1	1	4	2	1
OG_359	2	2	2	2	2
OG_360	4	5	4	4	3
OG_361	6	6	6	6	5
OG_362	2	2	2	2	1
OG_363	2	2	2	2	2
OG_364	1	1	2	2	2
OG_365	5	5	5	5	5
OG_366	7	8	8	8	7
OG_367	3	3	3	3	3
OG_368	1	1	3	2	2
OG_369	4	4	4	4	4
OG_370	2	2	2	1	1
OG_371	3	3	3	2	3
OG_372	3	3	3	3	1
OG_373	2	2	2	2	2
OG_374	2	2	2	2	1
OG_375	2	2	2	2	2
OG_376	6	6	6	6	5
OG_377	17	17	17	17	16
OG_378	1	1	2	2	1
OG_379	2	1	2	2	1
OG_380	2	2	2	2	1
OG_381	2	2	3	2	2
OG_382	2	3	3	3	1
OG_383	9	9	10	9	8
OG_384	3	3	3	3	2
OG_385	5	5	4	2	1
OG_386	1	1	2	1	2
OG_387	2	2	2	2	1
OG_388	2	2	2	2	3
OG_389	2	2	2	2	2
OG_390	3	5	4	1	3
OG_391	4	4	3	3	3
OG_392	2	2	2	2	2
OG_393	5	5	5	5	2
OG_394	3	3	3	3	1
OG_395	3	3	2	2	2
OG_396	3	3	3	3	1
OG_397	3	3	3	3	3
OG_398	4	4	4	4	2
OG_399	10	10	7	10	1
OG_400	11	9	9	11	4
OG_401	2	2	2	2	1
OG_402	4	4	4	4	2
OG_403	3	3	3	1	2
OG_404	2	2	7	7	2
OG_405	4	4	3	4	2
OG_406	3	3	3	3	4
OG_407	2	1	1	3	0
OG_408	5	5	5	5	5
OG_409	2	2	2	2	2
OG_410	4	4	4	4	4
OG_411	5	5	5	5	5
OG_412	2	2	2	2	1
OG_413	8	7	8	7	6
OG_414	3	3	3	3	3
OG_415	2	2	2	2	2
OG_416	3	3	3	3	3
OG_417	1	1	2	1	1
OG_418	12	12	12	12	6
OG_419	4	3	4	3	1
OG_420	3	3	3	3	2
OG_421	4	4	5	4	2
OG_422	2	2	2	2	1
OG_423	3	3	3	3	1
OG_424	2	2	3	3	1
OG_425	2	2	2	2	2
OG_426	3	3	8	7	2
OG_427	4	3	3	4	2
OG_428	3	3	3	3	2
OG_429	2	2	2	2	3
OG_430	2	2	2	2	1
OG_431	2	2	2	2	1
OG_432	7	7	7	7	7
OG_433	3	3	3	3	3
OG_434	2	2	2	1	2
OG_435	6	6	6	6	5
OG_436	5	5	5	5	10
OG_437	3	3	3	3	2
OG_438	2	4	2	2	1
OG_439	5	4	5	4	2
OG_440	3	3	2	2	1
OG_441	2	2	2	2	2
OG_442	2	2	2	2	1
OG_443	4	4	4	4	4
OG_444	1	1	2	1	1
OG_445	4	3	3	4	2
OG_446	3	3	2	3	1
OG_447	4	4	4	4	5
OG_448	3	3	3	3	2
OG_449	3	3	3	3	3
OG_450	6	6	6	6	4
OG_451	2	2	2	2	2
OG_452	3	3	3	3	2
OG_453	7	7	7	7	7
OG_454	2	2	2	2	1
OG_455	2	2	2	4	2
OG_456	2	2	2	2	3
OG_457	6	7	7	7	2
OG_458	2	2	2	2	2
OG_459	15	15	14	14	8
OG_460	4	4	4	4	0
OG_461	2	2	1	2	0
OG_462	6	6	6	6	2
OG_463	4	4	2	2	1
OG_464	3	3	2	3	1
OG_465	5	5	5	5	2
OG_466	2	3	2	2	1
OG_467	3	3	3	3	1
OG_468	1	4	3	2	3
OG_469	5	5	5	5	2
OG_470	2	2	2	2	2
OG_471	3	3	3	3	1
OG_472	9	9	10	11	1
OG_473	9	9	8	8	7
OG_474	5	7	5	5	7
OG_475	2	2	2	2	2
OG_476	2	2	2	2	1
OG_477	8	7	7	7	6
OG_478	2	2	3	3	1
OG_479	3	3	3	3	3
OG_480	3	3	4	3	2
OG_481	2	2	2	2	1
OG_482	2	2	3	2	2
OG_483	2	1	3	2	2
OG_484	7	7	6	6	3
OG_485	2	2	2	2	2
OG_486	3	3	3	3	1
OG_487	7	7	7	7	4
OG_488	10	10	10	10	10
OG_489	2	2	2	2	2
OG_490	2	2	2	2	2
OG_491	3	3	3	3	3
OG_492	2	2	2	2	1
OG_493	2	2	2	2	2
OG_494	2	2	2	2	1
OG_495	2	1	2	2	1
OG_496	3	2	2	2	2
OG_497	6	7	4	4	5
OG_498	3	2	3	2	2
OG_499	13	13	13	12	11
OG_500	5	4	5	5	2
OG_501	3	3	3	3	3
OG_502	2	2	2	2	2
OG_503	1	1	1	1	2
OG_504	3	3	3	3	3
OG_505	2	2	2	2	1
OG_506	3	3	3	3	2
OG_507	4	4	4	4	3
OG_508	3	3	3	3	1
OG_509	4	4	3	4	2
OG_510	7	3	8	6	3
OG_511	2	2	2	2	2
OG_512	3	3	2	2	1
OG_513	3	4	3	3	1
OG_514	2	2	2	2	2
OG_515	3	3	3	3	3
OG_516	1	2	2	2	2
OG_517	2	2	2	2	1
OG_518	2	2	2	2	4
OG_519	2	2	2	2	1
OG_520	4	4	4	4	4
OG_521	2	2	2	2	2
OG_522	5	5	5	2	3
OG_523	3	3	3	3	1
OG_524	2	2	2	2	1
OG_525	8	8	8	8	4
OG_526	4	4	7	7	4
OG_527	3	4	4	4	1
OG_528	5	6	6	5	5
OG_529	2	2	2	2	0
OG_530	4	5	5	6	0
OG_531	5	4	3	3	3
OG_532	9	9	6	9	8
OG_533	2	2	2	2	2
OG_534	4	4	4	4	1
OG_535	3	3	3	3	2
OG_536	10	10	12	12	5
OG_537	3	2	2	2	2
OG_538	1	1	6	3	1
OG_539	4	4	4	4	1
OG_540	2	2	5	6	6
OG_541	2	2	2	2	2
OG_542	1	1	2	2	1
OG_543	3	3	3	3	2
OG_544	6	6	7	6	5
OG_545	4	4	4	4	2
OG_546	3	3	3	4	3
OG_547	5	5	5	4	3
OG_548	7	7	7	7	5
OG_549	4	5	5	4	4
OG_550	2	2	2	2	2
OG_551	6	7	7	6	5
OG_552	2	2	2	2	2
OG_553	2	2	2	2	1
OG_554	3	3	3	2	2
OG_555	1	2	2	3	3
OG_556	6	6	4	6	2
OG_557	3	3	3	3	0
OG_558	5	5	5	5	5
OG_559	4	4	4	4	4
OG_560	8	9	9	9	4
OG_561	7	7	7	7	4
OG_562	7	6	7	6	1
OG_563	3	3	3	3	2
OG_564	3	3	3	3	2
OG_565	1	2	2	2	1
OG_566	2	2	2	1	1
OG_567	3	3	3	3	1
OG_568	11	11	10	10	6
OG_569	4	4	4	4	1
OG_570	9	9	9	9	5
OG_571	5	5	5	5	3
OG_572	3	3	3	3	3
OG_573	3	3	2	2	2
OG_574	4	5	5	4	2
OG_575	2	2	2	2	1
OG_576	1	2	2	2	1
OG_577	1	1	2	1	2
OG_578	27	20	27	27	18
OG_579	2	2	2	3	1
OG_580	2	2	2	2	2
OG_581	2	2	2	3	1
OG_582	4	4	4	4	2
OG_583	2	2	2	1	1
OG_584	3	2	2	1	0
OG_585	2	1	2	2	2
OG_586	4	4	4	4	0
OG_587	3	3	3	3	0
OG_588	3	3	3	3	0
OG_589	2	2	4	4	0
OG_590	3	2	2	2	0
OG_591	4	4	4	4	3
OG_592	2	2	2	2	3
OG_593	2	2	2	2	1
OG_594	3	3	3	3	2
OG_595	13	8	9	3	0
OG_596	3	3	3	3	0
OG_597	2	2	2	2	1
OG_598	2	2	2	2	1
OG_599	1	1	2	2	1
OG_600	3	3	2	3	2
OG_601	3	3	3	3	3
OG_602	4	4	4	4	1
OG_603	2	2	2	2	2
OG_604	5	6	6	7	2
OG_605	5	5	6	5	2
OG_606	3	3	3	3	0
OG_607	3	3	3	3	3
OG_608	4	4	4	3	0
OG_609	3	3	2	2	3
OG_610	5	5	5	4	2
OG_611	5	5	5	6	1
OG_612	2	2	2	2	1
OG_613	2	2	2	2	2
OG_614	2	2	2	2	1
OG_615	6	6	6	6	4
OG_616	3	3	3	3	2
OG_617	1	2	2	2	1
OG_618	8	8	8	9	6
OG_619	4	4	3	3	3
OG_620	2	2	2	2	2
OG_621	4	3	3	2	2
OG_622	12	12	12	12	8
OG_623	5	5	5	5	2
OG_624	2	2	2	2	2
OG_625	2	2	2	2	2
OG_626	3	7	3	7	2
OG_627	2	2	2	2	2
OG_628	2	2	2	2	2
OG_629	3	3	3	3	1
OG_630	7	7	7	7	1
OG_631	5	5	4	4	2
OG_632	4	4	3	3	1
OG_633	3	3	3	3	3
OG_634	6	5	6	4	0
OG_635	3	2	4	3	0
OG_636	6	6	6	6	6
OG_637	5	6	6	5	5
OG_638	7	6	5	6	4
OG_639	4	4	4	5	6
OG_640	4	4	4	4	2
OG_641	8	8	8	8	2
OG_642	4	4	3	3	4
OG_643	3	3	3	3	0
OG_644	4	4	4	3	0
OG_645	2	3	3	3	0
OG_646	5	2	2	2	0
OG_647	2	3	2	1	0
OG_648	5	5	5	4	0
OG_649	3	3	2	2	2
OG_650	6	4	4	4	2
OG_651	1	1	2	3	2
OG_652	5	5	5	5	6
OG_653	4	4	4	4	2
OG_654	5	5	4	5	2
OG_655	2	2	2	2	10
OG_656	3	3	3	3	1
OG_657	2	2	2	2	2
OG_658	2	2	2	2	2
OG_659	3	4	4	4	2
OG_660	3	3	3	2	3
OG_661	4	4	6	4	3
OG_662	4	4	5	4	2
OG_663	2	2	2	2	2
OG_664	7	7	7	7	1
OG_665	2	3	2	2	1
OG_666	6	6	6	6	4
OG_667	2	2	2	2	2
OG_668	2	2	2	2	2
OG_669	2	2	2	2	2
OG_670	3	3	3	3	3
OG_671	2	2	2	2	1
OG_672	2	2	2	2	2
OG_673	2	2	2	2	0
OG_674	3	1	5	4	0
OG_675	3	3	3	3	1
OG_676	4	4	4	4	3
OG_677	2	2	2	2	1
OG_678	5	5	5	5	1
OG_679	5	5	6	5	3
OG_680	2	2	2	2	1
OG_681	7	7	7	7	7
OG_682	2	2	2	2	1
OG_683	3	3	3	3	2
OG_684	2	2	2	1	1
OG_685	2	2	2	2	1
OG_686	9	9	9	9	7
OG_687	2	2	2	2	2
OG_688	2	3	3	2	1
OG_689	5	8	6	5	1
OG_690	1	2	2	2	2
OG_691	3	3	3	3	1
OG_692	1	1	2	2	1
OG_693	2	2	2	2	1
OG_694	2	2	3	2	1
OG_695	3	3	3	3	2
OG_696	2	2	2	2	2
OG_697	2	1	2	1	1
OG_698	2	2	2	2	2
OG_699	2	2	2	2	3
OG_700	14	13	12	12	11
OG_701	3	3	3	3	3
OG_702	8	7	7	8	3
OG_703	2	2	2	2	2
OG_704	9	9	9	9	3
OG_705	2	2	2	4	0
OG_706	6	6	6	6	0
OG_707	5	5	5	5	4
OG_708	2	2	2	2	1
OG_709	2	2	2	2	2
OG_710	2	2	2	2	2
OG_711	8	8	7	7	6
OG_712	6	6	6	6	1
OG_713	3	3	3	3	2
OG_714	1	3	3	1	0
OG_715	3	3	3	3	0
OG_716	2	2	2	2	2
OG_717	2	2	2	2	0
OG_718	3	3	2	2	1
OG_719	3	3	3	3	1
OG_720	2	1	2	2	2
OG_721	2	2	2	2	1
OG_722	3	3	3	3	1
OG_723	2	2	2	2	1
OG_724	3	3	3	3	3
OG_725	2	2	2	2	2
OG_726	5	5	5	5	3
OG_727	4	3	3	3	0
OG_728	2	2	2	2	2
OG_729	4	4	4	4	4
OG_730	5	5	5	5	1
OG_731	2	2	2	1	1
OG_732	4	3	3	3	3
OG_733	2	2	2	2	3
OG_734	1	1	2	1	1
OG_735	2	2	2	2	1
OG_736	3	4	3	3	1
OG_737	8	8	6	6	1
OG_738	3	3	3	3	3
OG_739	2	2	2	2	2
OG_740	6	4	10	7	0
OG_741	2	2	2	2	1
OG_742	3	3	3	3	1
OG_743	3	2	3	3	3
OG_744	3	3	4	3	4
OG_745	4	4	4	4	2
OG_746	3	2	3	2	1
OG_747	4	4	3	3	1
OG_748	2	2	2	2	2
OG_749	3	3	3	3	2
OG_750	2	2	2	2	1
OG_751	3	3	3	3	2
OG_752	6	6	5	6	3
OG_753	4	5	3	4	4
OG_754	3	3	3	3	2
OG_755	4	3	3	3	2
OG_756	3	3	4	3	1
OG_757	2	2	2	2	4
OG_758	2	2	2	2	1
OG_759	2	2	2	2	2
OG_760	2	2	2	2	2
OG_761	4	3	3	4	1
OG_762	12	12	10	9	7
OG_763	4	4	4	4	1
OG_764	2	2	2	2	2
OG_765	2	1	2	2	0
OG_766	2	2	2	2	2
OG_767	3	3	8	4	7
OG_768	2	2	2	2	1
OG_769	2	2	2	2	2
OG_770	5	5	5	5	3
OG_771	3	3	3	3	2
OG_772	5	5	4	4	4
OG_773	5	6	6	6	3
OG_774	4	4	4	4	2
OG_775	16	16	16	16	15
OG_776	10	10	10	10	5
OG_777	3	3	3	2	1
OG_778	2	2	2	2	1
OG_779	3	3	3	3	2
OG_780	0	0	2	2	0
OG_781	13	13	13	13	7
OG_782	3	3	3	3	3
OG_783	2	2	2	2	1
OG_784	2	2	3	2	1
OG_785	5	5	5	5	0
OG_786	6	5	5	4	0
OG_787	4	4	5	4	0
OG_788	1	1	5	7	0
OG_789	2	2	2	3	0
OG_790	23	6	14	1	1
OG_791	5	5	4	4	2
OG_792	2	1	2	2	0
OG_793	7	6	7	7	3
OG_794	2	2	2	2	3
OG_795	2	2	2	2	2
OG_796	8	8	7	7	5
OG_797	2	2	2	2	3
OG_798	2	2	2	2	0
OG_799	4	3	3	2	1
OG_800	6	4	6	4	2
OG_801	2	2	2	2	1
OG_802	6	6	7	6	3
OG_803	5	5	6	6	3
OG_804	2	2	2	2	2
OG_805	5	5	4	5	4
OG_806	4	4	4	4	2
OG_807	2	2	2	2	1
OG_808	3	3	3	3	2
OG_809	1	1	2	1	1
OG_810	4	4	4	3	3
OG_811	2	2	2	2	2
OG_812	6	6	5	6	3
OG_813	4	4	4	4	3
OG_814	9	9	9	9	4
OG_815	4	4	5	5	3
OG_816	2	2	2	2	2
OG_817	2	2	2	2	1
OG_818	2	2	2	2	1
OG_819	5	5	5	5	4
OG_820	3	3	3	3	1
OG_821	2	2	2	2	2
OG_822	3	3	3	3	2
OG_823	3	3	3	3	2
OG_824	2	2	2	2	3
OG_825	2	2	2	2	2
OG_826	2	3	2	2	1
OG_827	2	2	2	2	2
OG_828	2	2	2	2	1
OG_829	2	2	2	2	4
OG_830	3	3	3	3	3
OG_831	2	1	2	1	1
OG_832	3	3	3	3	1
OG_833	4	4	4	4	3
OG_834	9	8	8	8	7
OG_835	6	7	6	6	1
OG_836	4	3	3	3	2
OG_837	2	2	2	2	1
OG_838	10	10	3	10	10
OG_839	4	4	4	4	4
OG_840	2	2	2	2	2
OG_841	4	4	3	4	2
OG_842	4	4	4	4	3
OG_843	6	6	6	6	5
OG_844	2	2	2	2	1
OG_845	7	7	6	6	4
OG_846	3	3	3	4	2
OG_847	3	3	3	2	1
OG_848	7	8	7	6	9
OG_849	3	3	3	3	3
OG_850	2	2	2	2	2
OG_851	2	2	2	2	2
OG_852	3	3	5	5	1
OG_853	3	3	3	3	3
OG_854	2	2	2	2	1
OG_855	2	2	2	2	2
OG_856	4	4	4	4	4
OG_857	2	2	2	2	2
OG_858	1	1	2	2	2
OG_859	4	0	4	4	3
OG_860	2	2	2	2	2
OG_861	4	4	4	4	3
OG_862	7	7	6	7	4
OG_863	2	2	2	2	2
OG_864	1	1	2	1	7
OG_865	4	4	4	5	3
OG_866	5	5	5	5	2
OG_867	4	4	4	4	3
OG_868	2	2	2	2	2
OG_869	3	2	2	2	1
OG_870	2	2	2	2	2
OG_871	11	11	10	9	7
OG_872	5	5	6	6	2
OG_873	3	3	3	3	4
OG_874	2	2	2	2	2
OG_875	3	3	3	3	2
OG_876	2	2	2	2	4
OG_877	3	2	2	2	3
OG_878	5	5	5	4	2
OG_879	2	2	2	2	2
OG_880	2	2	2	2	1
OG_881	3	3	3	3	2
OG_882	2	2	2	2	2
OG_883	2	2	2	2	2
OG_884	5	5	5	5	3
OG_885	2	2	2	2	1
OG_886	2	2	2	2	1
OG_887	2	2	2	2	1
OG_888	2	2	2	2	2
OG_889	3	5	5	1	2
OG_890	3	3	2	2	2
OG_891	2	2	2	2	1
OG_892	2	2	3	3	2
OG_893	2	2	2	2	2
OG_894	12	12	10	9	3
OG_895	2	2	2	2	1
OG_896	2	2	2	3	1
OG_897	2	2	2	2	2
OG_898	3	3	3	2	1
OG_899	5	5	5	5	3
OG_900	2	2	2	1	1
OG_901	3	3	3	3	1
OG_902	6	6	4	6	4
OG_903	2	3	2	2	2
OG_904	1	1	2	1	2
OG_905	2	2	2	2	1
OG_906	4	4	4	4	4
OG_907	3	2	3	3	2
OG_908	5	5	5	5	2
OG_909	2	2	2	2	1
OG_910	2	4	2	2	2
OG_911	2	2	2	2	2
OG_912	3	3	3	3	5
OG_913	2	2	2	2	1
OG_914	2	2	2	2	2
